Gemeinde,Ort,PLZ,Strasse / Nr.,Ensemble,Objekt,GVZ Nr.,Einstufung,Festsetzung,Erlass,Schutz,Grundbucheintrag
Geroldswil,Geroldswil,8954,Bühlstrasse 6,Geroldswil: Wohnhäuser im Büel,Einfamilienwohnhaus,24400745,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Geroldswil,Geroldswil,8954,Bühlstrasse 8,Geroldswil: Wohnhäuser im Büel,Einfamilienwohnhaus,24400746,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Geroldswil,Geroldswil,8954,Dorfplatz,Geroldswil: Gemeindezentrum,Dorfplatz und Tiefgarage,24400155,kantonal,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Geroldswil,Geroldswil,8954,Huebwiesenstrasse 34,Geroldswil: Gemeindezentrum,Gemeindehaus,24400154,kantonal,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Geroldswil,Geroldswil,8954,Huebwiesenstrasse 36,Geroldswil: Gemeindezentrum,"Hallenbad, Hotel und Restaurant",24400162,kantonal,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Geroldswil,Geroldswil,8954,Poststrasse 1; Poststrasse 3; Poststrasse 5,Geroldswil: Gemeindezentrum,Wohn- und Geschäftshaus,24400250,kantonal,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Geroldswil,Geroldswil,8954,Poststrasse 5a,Geroldswil: Gemeindezentrum,Post,24400156,kantonal,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Geroldswil,Geroldswil,8954,Poststrasse 5b,Geroldswil: Gemeindezentrum,Kath. Kirche St. Johannes,24400157,kantonal,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Geroldswil,Geroldswil,8954,Poststrasse 7; Poststrasse 7a,Geroldswil: Gemeindezentrum,Mehrfamilienhaus,24401057,kantonal,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Geroldswil,Geroldswil,8954,Poststrasse 7b,Geroldswil: Gemeindezentrum,Ref. Kirchenzentrum,24400158,kantonal,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Geroldswil,Geroldswil,8954,Waldrütistrasse 1,Geroldswil: Wohnhäuser im Büel,Einfamileinwohnhaus,24400749,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Geroldswil,Geroldswil,8954,Waldrütistrasse 11,Geroldswil: Wohnhäuser im Büel,Einfamilienwohnhaus,24400754,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Geroldswil,Geroldswil,8954,Waldrütistrasse 3,Geroldswil: Wohnhäuser im Büel,Einfamilienwohnhaus,24400750,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Geroldswil,Geroldswil,8954,Waldrütistrasse 5,Geroldswil: Wohnhäuser im Büel,Einfamilienwohnhaus,24400751,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Geroldswil,Geroldswil,8954,Waldrütistrasse 7,Geroldswil: Wohnhäuser im Büel,Einfamilienwohnhaus,24400752,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Geroldswil,Geroldswil,8954,Waldrütistrasse 9,Geroldswil: Wohnhäuser im Büel,Einfamilienwohnhaus,24400753,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Geroldswil,,,Poststrasse 7b bei,Geroldswil: Gemeindezentrum,Innenhof,,kantonal,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Glattfelden,Glattfelden,8192,Bäckerweg 11,Glattfelden: Pfarrliegenschaft,Waschhaus/Versammlungsgebäude,5800477,-,,,PD,26/9/1964
Glattfelden,Glattfelden,8192,Chilenweg 11,,Wohnhaus Burri,5800476,-,,,PD,26/6/1975
Glattfelden,Glattfelden,8192,Chilenweg 12,Glattfelden: Bauernhaus mit Schopf,Wohnhaus,5800459,regional,22/3/1995,BDV Nr. 405/1995 vom 22.03.1995 Einzelaufstufung,ÖREB,15/5/1995
Glattfelden,Glattfelden,8192,Chilenweg 12 bei,Glattfelden: Bauernhaus mit Schopf,Schopf,5800461,regional,22/3/1995,BDV Nr. 0405/1995,ÖREB,15/5/1995
Glattfelden,Glattfelden,8192,Chilenweg 14,Glattfelden: Wohnhaus Hohl,Hausteil 2,5800458,-,,,PD,21/4/1979
Glattfelden,Glattfelden,8192,Chilenweg 16,Glattfelden: Wohnhaus Hohl,Hausteil 1,5800457,-,,,PD,28/3/1979
Glattfelden,Glattfelden,8192,Chilenweg 3; Chilenweg 5; Gottfried-Keller-Strasse 12; Gottfried-Keller-Strasse 8,Glattfelden: Gottfried-Keller-Zentrum,Museumsgebäude Klingelehaus,5800490,regional,,RRB Nr. 3332/1985 vom 28.08.1985 Einzelaufstufung,PD,25/3/1986
Glattfelden,Glattfelden,8192,Chilenweg 9,,"Kirche, ref.",5800478,regional,,RRB Nr. 5113/1979 Liste Kanton,-,
Glattfelden,Glattfelden,8192,Dorfstrasse 42,,Bauernhaus,5800907,-,,,PD,1/2/1983
Glattfelden,Glattfelden,8192,Dorfstrasse 57 bei; Dorfstrasse 59 bei,Glattfelden: Oberstufenschulanlage Hof,8-eckiger Brunnen,,regional,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,-,
Glattfelden,Glattfelden,8192,Dorfstrasse 66,,Wohn- und Geschäftshaus,5800873,-,,,PD,23/9/1992
Glattfelden,Glattfelden,8192,Dorfstrasse 84,,Wohnhaus «Zum Steinhaufen»,5800853,-,,,PD,23/2/1981
Glattfelden,Glattfelden,8192,Dorfstrasse 89,,Wohnhaus mit Laden,5800838,-,,,PD,1/9/1975
Glattfelden,Glattfelden,8192,Dorfstrasse 94,,Wohnhaus «Zum Kaufhaus»,5800843,-,,,PD,13/3/1990
Glattfelden,Glattfelden,8192,Dorfstrasse 96,,Wohnhaus,5800841,-,,,PD,19/7/1989
Glattfelden,Glattfelden,8192,Friedhofstrasse 1,,"Bauernhaus, ehem.",5800523,-,,,PD,18/8/1989
Glattfelden,Glattfelden,8192,Gottfried-Keller-Strasse 1,Glattfelden: Wohnhaus mit Waschhaus,Wohnhaus,5800850,-,,,PD,6/2/1985
Glattfelden,Glattfelden,8192,Gottfried-Keller-Strasse 1 bei,Glattfelden: Wohnhaus mit Waschhaus,Waschhaus,5800848,-,,,PD,6/2/1985
Glattfelden,Glattfelden,8192,Gottfried-Keller-Strasse 14,,Wohnhaus mit Werkstatt und Laden,5800500,-,,,PD,2/2/1990
Glattfelden,Glattfelden,8192,Gottfried-Keller-Strasse 4,Glattfelden: Doppelbauernhaus mit Scheune; Glattfelden: Wohnhaus mit Schopfanbauten,Wohnhausteil 1,5800488,regional,,,PD,26/10/2001
Glattfelden,Glattfelden,8192,Gottfried-Keller-Strasse 4,Glattfelden: Doppelbauernhaus mit Scheune; Glattfelden: Wohnhaus mit Schopfanbauten,Wohnhausteil 2,5800485,regional,,,PD,26/10/2001
Glattfelden,Glattfelden,8192,Gottfried-Keller-Strasse 4 bei,Glattfelden: Doppelbauernhaus mit Scheune,Scheune,5800486,regional,,,PD,26/10/2001
Glattfelden,Glattfelden,8192,Gottfried-Keller-Strasse 4 bei,Glattfelden: Doppelbauernhaus mit Scheune; Glattfelden: Wohnhaus mit Schopfanbauten,Schopfanbau 1,5802269,regional,,,PD,26/10/2001
Glattfelden,Glattfelden,8192,Gottfried-Keller-Strasse 4 bei,Glattfelden: Doppelbauernhaus mit Scheune; Glattfelden: Wohnhaus mit Schopfanbauten,Schopfanbau 2,5802270,regional,,,PD,26/10/2001
Glattfelden,Glattfelden,8192,Grünheinrichweg 2,,Wohnhaus,5800510,-,,,PD,6/7/1982
Glattfelden,Glattfelden,8192,Grünheinrichweg 6,"Glattfelden: Bauernhaus, sog. «Exerzierhaus»",Hausteil 1,5800874,-,,,PD,20/10/1977
Glattfelden,Glattfelden,8192,Laubbergstrasse 14,,"Bauernhaus, ehem.",5801042,-,,,PD,15/5/1979
Glattfelden,Glattfelden,8192,Pfarrgasse 4,Glattfelden: Pfarrliegenschaft,"Pfarrhaus, ref.",5800479,regional,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,PD,26/9/1964
Glattfelden,Glattfelden,8192,Schachemerstrasse 15 bei,,Ehem. Gefängnis,5800623,-,,,PD,18/10/1989
Glattfelden,Glattfelden,8192,Schnapsgässli 1,"Glattfelden: Bauernhaus, sog. «Exerzierhaus»",Hausteil 2,5802147,-,,,PD,20/10/1977
Glattfelden,Glattfelden,8192,Schnapsgässli 4,,Bauernhaus,5800518,-,,,PD,11/12/1987
Glattfelden,Glattfelden,8192,Schnapsgässli 6,,Wohnhaus,5800517,-,,,PD,1/11/1984
Glattfelden,Glattfelden,8192,Steigweg 2,,Ehem. Bauernhaus mit Trotthaus,5801104,regional,,,-,
Glattfelden,Glattfelden,8192,Stockistrasse 45,,Wohnhaus Meierhofer,5800381,-,,,PD,29/10/1975
Glattfelden,Glattfelden,8192,Zollingerweg 1,,Wohnhaus,5801017,-,,,PD,25/3/1977
Glattfelden,Glattfelden,8192,,Eglisau/Glattfelden: Sperrstelle 660,Kleinunterstand A05423,,kantonal,,,-,
Glattfelden,Glattfelden,8192,,Eglisau/Glattfelden: Sperrstelle 660,Perm Waffenstellung A05391,,kantonal,,,-,
Glattfelden,Glattfelden,8192,,Eglisau/Glattfelden: Sperrstelle 660,Perm Waffenstellung A05419,,kantonal,,,-,
Glattfelden,Glattfelden,8192,,Glattfelden/Eglisau/Weiach: Sperrstelle 665,Geländepz Hindernis T02723,,regional,,,-,
Glattfelden,Glattfelden,8192,,Glattfelden/Eglisau/Weiach: Sperrstelle 665,Kleinunterstand A05379,,regional,,,-,
Glattfelden,Glattfelden,8192,,Glattfelden/Eglisau/Weiach: Sperrstelle 665,Kleinunterstand A05383,,regional,,,-,
Glattfelden,Glattfelden,8192,,Glattfelden/Eglisau/Weiach: Sperrstelle 665,Kleinunterstand Fisiloch A05386,,regional,,,-,
Glattfelden,Zweidlen,8192,Alti Rheinsfelderstrasse 5 bei,Glattfelden: Kraftwerk Rheinsfelden,Betriebsgebäude,5801661,kantonal,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,-,
Glattfelden,Zweidlen,8192,Oberi Lettenstrasse,Glattfelden/Eglisau/Weiach: Sperrstelle 665,Doppelstöckiger Infanteriebunker für 2 Mg A05376,,regional,,,-,
Glattfelden,Zweidlen,8192,Rheinsfelden,Glattfelden: Kraftwerk Rheinsfelden,Obwerwassereinlauf/Vorbecken,,kantonal,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,-,
Glattfelden,Zweidlen,8192,Rheinsfelden,Glattfelden: Kraftwerk Rheinsfelden,Stauwehr,,kantonal,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,-,
Glattfelden,Zweidlen,8192,Rheinsfelderstrasse 35,Glattfelden: Kraftwerk Rheinsfelden,Feuerwehrgerätelokal,5801659,kantonal,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,-,
Glattfelden,Zweidlen,8192,Rheinsfelderstrasse 35,Glattfelden: Kraftwerk Rheinsfelden,Maschinenhaus,5801656,kantonal,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,-,
Glattfelden,Zweidlen,8192,Rheinsfelderstrasse 35,Glattfelden: Kraftwerk Rheinsfelden,Wasserrecht Bülach Nr. 10,,kantonal,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,-,
Glattfelden,Zweidlen,8192,Rheinsfelderstrasse 35 bei,Glattfelden: Kraftwerk Rheinsfelden,Betriebsgebäude,5801658,kantonal,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,-,
Glattfelden,Zweidlen,8192,Rhihof 1,Glattfelden: Aussiedlerhof Rhihof,Wohnhaus von 1915,5801607,kantonal,,,-,
Glattfelden,Zweidlen,8192,Rhihof 1 bei,Glattfelden: Aussiedlerhof Rhihof,Scheune von 1915,5801607,kantonal,,,-,
Glattfelden,Zweidlen,8192,Rhihof 1 bei,Glattfelden: Aussiedlerhof Rhihof,Schopf von 1915,5801606,kantonal,,,-,
Glattfelden,Zweidlen,8192,Schlossacher 1,Glattfelden: Kraftwerk Rheinsfelden; Glattfelden: Wohnkolonie Schlossacher,Wohnhaus von 1916,5801615,kantonal,,,-,
Glattfelden,Zweidlen,8192,Schlossacher 10; Schlossacher 4; Schlossacher 6; Schlossacher 8,Glattfelden: Kraftwerk Rheinsfelden; Glattfelden: Wohnkolonie Schlossacher,Reihenwohnhaus von 1917,5801618,kantonal,,,-,
Glattfelden,Zweidlen,8192,Schlossacher 14; Schlossacher 16; Schlossacher 20; Schlossacher 22; Schlossacher 24; Schlossacher 26; Schlossacher 28; Schlossacher 12; Schlossacher 18,Glattfelden: Kraftwerk Rheinsfelden; Glattfelden: Wohnkolonie Schlossacher,Reihenwohnhaus von 1918,5801621,kantonal,,,-,
Glattfelden,Zweidlen,8192,Schlossacher 30; Schlossacher 32; Schlossacher 34; Schlossacher 36; Schlossacher 38; Schlossacher 40,Glattfelden: Kraftwerk Rheinsfelden; Glattfelden: Wohnkolonie Schlossacher,Reihenwohnhaus von 1917,5801626,kantonal,,,-,
Glattfelden,Zweidlen,8192,Werkstrasse 4,Glattfelden: Kraftwerk Rheinsfelden,Schaltanlage,5801655,kantonal,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,-,
Glattfelden,Zweidlen,8192,Zollstrasse 21,"Glattfelden: Kraftwerk Rheinsfelden; Glattfelden: Mehrfamilienhaus, ehem. Zollhaus",Wohnhaus von 1921,5801650,kantonal,,,-,
Glattfelden,,8192,Rheinsfelden,Glattfelden: Kraftwerk Rheinsfelden,Fischtreppe,,kantonal,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,-,
Glattfelden,,8192,Rheinsfelden,Glattfelden: Kraftwerk Rheinsfelden,Schiffahrtsschleuse,,kantonal,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,-,
Gossau (ZH),Gossau,8625,Bergstrasse 38,Gossau (ZH): Pfrundlokalität,Ehem. Helferei,11500741,-,,,PD,9/6/1971
Gossau (ZH),Gossau,8625,Bergstrasse 42,Gossau (ZH): Pfrundlokalität,Ref. Pfarrhaus,11500739,regional,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",-,
Gossau (ZH),Gossau,8625,Bergstrasse 42a,Gossau (ZH): Pfrundlokalität,Ref. Kirche,11500740,kantonal,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",ÖREB,16/8/2001
Gossau (ZH),Gossau,8625,Bergstrasse 49,Gossau (ZH): Schulanlage Berg 1,Schulhaus und Turnhalle,11501779,regional,,,-,
Gossau (ZH),Gossau,8625,Chapfstrasse 25a,Gossau (ZH): Katholische Kirche Maria Krönung,Katholische Kirche Maria Krönung,11501282,regional,,,-,
Gossau (ZH),Gossau,8625,Chapfstrasse 25b,Gossau (ZH): Katholische Kirche Maria Krönung,Kirchturm,11501283,regional,,,-,
Gossau (ZH),Gossau,8625,Chindismülistrasse 71,Gossau (ZH): Hof Tägernau,Wohnhaus,11500767,regional,1/2/1996,BDV Nr. 322/1996 Einzelfestsetzung ohne Inventarblatt,PD,31/7/2003
Gossau (ZH),Gossau,8625,Chindismülistrasse 71.1,Gossau (ZH): Hof Tägernau,Schopf,11500769,regional,1/2/1996,BDV Nr. 322/1996 Einzelfestsetzung ohne Inventarblatt,-,
Gossau (ZH),Gossau,8625,Chindismülistrasse 71.2,Gossau (ZH): Hof Tägernau,Stallscheune,11500770,regional,1/2/1996,BDV Nr. 322/1996 Einzelfestsetzung ohne Inventarblatt,PD,28/1/1997
Gossau (ZH),Gossau,8625,Grütstrasse 47; Grütstrasse 49,,Fähndrihaus mit Sennhüttenanbau,11500924,regional,4/11/1987,RRB Nr. 3488/1987,ÖREB,3/6/2016
Gossau (ZH),Gossau,8625,Tägernaustrasse 91,Gossau (ZH): Hof Tägernau,Ehem. Sennhütte,11500768,regional,1/2/1996,BDV Nr. 322/1996 Einzelfestsetzung ohne Inventarblatt,ÖREB,4/10/1996
Gossau (ZH),Grüt,8624,Hasenacherstrasse 4.1; Hasenacherstrasse 4.2,Gossau (ZH): Hof Allenwinden,Speicher,11500523,regional,,,-,
Gossau (ZH),Grüt,8624,Hasenacherstrasse 4; Hasenacherstrasse 6,Gossau (ZH): Hof Allenwinden,"Reihenwohnhaus, Hausteil Nordwest",11500524,regional,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",PD,11/10/1989
Gossau (ZH),Grüt,8624,Hasenacherstrasse 8,Gossau (ZH): Hof Allenwinden,"Reihenwohnhaus, Hausteil Südost",11500526,regional,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",PD,4/10/2010
Gossau (ZH),Ottikon,8626,Grüningerstrasse 117,"Gossau (ZH): Schulanlage Strick, Ottikon",Schulhaus,11500228,regional,,,-,
Gossau (ZH),Ottikon,8626,Grüningerstrasse 147,,Doppelwohnhaus,11500315,regional,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",PD,26/10/1978
Gossau (ZH),Ottikon,8626,Grüningerstrasse 150,,«Dürstelerhaus»,11500340,regional,19/12/1979,"RRB Nr. 3488/1987 Zürcher Oberland, RRB Nr. 5113/1979 Liste Kanton",PD,9/4/1975
Gossau (ZH),Ottikon,8626,Hinwilerstrasse 13,,Pumpenhaus mit Transformatorenstation,11501046,regional,,,-,
Gossau (ZH),Ottikon,8626,Hinwilerstrasse 26,Gossau (ZH): Bauernwohnhaus,Hausteil 2,11500232,-,,,PD,10/3/1977
Gossau (ZH),Ottikon,8626,Hinwilerstrasse 35,,Hausteil 4,11500213,-,,,PD,7/5/1979
Gossau (ZH),Ottikon,8626,Wibergstrasse 6.1,,Transformatorenstation Unterottikon,11500333,kantonal,,,-,
Greifensee,Greifensee,8606,Breitistrasse 1,,Wohnhaus,19400090,-,,,PD,22/5/1962
Greifensee,Greifensee,8606,Im Hof 2,,Wohnhaus mit Scheune,19400028,-,,,PD,7/6/1972
Greifensee,Greifensee,8606,Im Städtli 1,,"Kirche, ref.",19400069,kantonal,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",PD,16/4/1980
Greifensee,Greifensee,8606,Im Städtli 10,,Ehem. Landschreiberei «Greifenstein»,19400074,kantonal,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",ÖREB,29/1/2014
Greifensee,Greifensee,8606,Im Städtli 11; Im Städtli 9,,Ehem. Färberei und Wohnhaus,19400062,-,,,PD,2/11/1978
Greifensee,Greifensee,8606,Im Städtli 14,Greifensee: Ehemalige Färberei/Alte Post,Wohnhaus,19400078,regional,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",-,
Greifensee,Greifensee,8606,Im Städtli 16; Im Städtli 18,Greifensee: Ehemalige Färberei/Alte Post,Wohnhaus mit Laden,19400077,regional,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",PD,2/11/1978
Greifensee,Greifensee,8606,Im Städtli 17,,Wohnhaus,19400072,-,,,PD,4/4/1975
Greifensee,Greifensee,8606,Im Städtli 2,,Kirchgemeindehaus,19400104,-,,,PD,1/2/1990
Greifensee,Greifensee,8606,Im Städtli 20,,"Pfarrhaus, ref.",19400079,kantonal,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",PD,8/6/2007
Greifensee,Greifensee,8606,Im Städtli 22,Greifensee: Schlossanlage,Schlossscheune «Landenberghaus»,19400081,kantonal,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",-,
Greifensee,Greifensee,8606,Im Städtli 24,Greifensee: Schlossanlage,Schlossgebäude,19400082,kantonal,19/12/1979,RRB Nr. 3488/1987 RRB Nr. 5113/1979 Liste,-,
Greifensee,Greifensee,8606,Im Städtli 7,,Ehem. Färbereigebäude «Limi»,19400065,regional,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",PD,2/3/1984
Greifensee,Greifensee,8606,Schlossstrasse 4,,Gasthaus «Krone»,19400060,-,,,PD,2/9/1997
Grüningen,Grüningen,8627,Aabach,"Grüningen: Mühle Grüningen; Grüningen: Wasserrecht Hinwil Nr. 14, 226, 227",Giessen Weiher,,regional,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",-,
Grüningen,Grüningen,8627,Aabach,"Grüningen: Mühle Grüningen; Grüningen: Wasserrecht Hinwil Nr. 14, 226, 227",Töbeli Weiher,,regional,19/12/1979,"RRB Nr. 3488/1987 Zürcher Oberland, RRB Nr. 5113/1979 Liste Kanton",-,
Grüningen,Grüningen,8627,Aabach,"Grüningen: Mühle Grüningen; Grüningen: Wasserrecht Hinwil Nr. 14, 226, 227",Wasserkraftanlage mit Müli Weiher,,regional,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",-,
Grüningen,Grüningen,8627,Adletshusen 2,,Hausteil 2,11600092,-,,,PD,19/5/1976
Grüningen,Grüningen,8627,Binzikerstrasse 64,,Hausteil 2,11601080,-,,,PD,4/6/1976
Grüningen,Grüningen,8627,Binzikerstrasse 80,,Gasthaus «Adler»,11601112,kantonal,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",PD,16/12/1971
Grüningen,Grüningen,8627,Chratzplatz,,Sodbrunnen,,-,,,PD,22/4/2003
Grüningen,Grüningen,8627,Chugelgässli 1,,Wohnhaus,11600878,-,,,PD,9/3/1978
Grüningen,Grüningen,8627,Eiergässli 1,Grüningen: Gerichtshaus/Färberei,Ehem. Mangegebäude der Färberei,11600841,-,,,PD,9/3/1976
Grüningen,Grüningen,8627,Eiergässli 3,Grüningen: Gerichtshaus/Färberei,Ehem. Färberhaus,11600869,-,,,PD,29/6/1970
Grüningen,Grüningen,8627,Eiergässli 5,,Wohnhaus,11600851,-,,,PD,17/9/1992
Grüningen,Grüningen,8627,Eiergässli 7,Grüningen: Wohnhaus Stedtligasse/Eiergässli,Hausteil Eiergässli 7,11600853,-,,,PD,22/5/1986
Grüningen,Grüningen,8627,Eiergässli 9,Grüningen: Wohnhaus Stedtligasse/Eiergässli,Hausteil Eiergässli 9,11600855,-,,,PD,26/10/1976
Grüningen,Grüningen,8627,Hinterbrugglen 1,,Wohnhaus,11600043,-,,,PD,13/7/1979
Grüningen,Grüningen,8627,Im Chratz 10,,Wohnhaus,11600883,-,,,PD,20/12/1976
Grüningen,Grüningen,8627,Im Chratz 22,,Wohnhaus «Am Aspermont»,11600871,-,,,PD,9/3/1976
Grüningen,Grüningen,8627,Itziker Dorf-Strasse 63,,Wohnhaus,11600604,regional,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",-,
Grüningen,Grüningen,8627,Kirchgass 1,,Wohnhaus mit Laden,11600872,-,,,PD,20/1/1978
Grüningen,Grüningen,8627,Kirchgass 2,,Wohnhaus,11600858,-,,,PD,31/7/1979
Grüningen,Grüningen,8627,Kirchgass 4,,Wohn- und Geschäftshaus Zur Schlossdrogerie,11600860,-,,,PD,31/7/1979
Grüningen,Grüningen,8627,Kirchgass 5,Grüningen: Schloss mit Kirche und Zehntenscheune,Schloss und ehem. Pfarrhaus,11600868,kantonal,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",-,
Grüningen,Grüningen,8627,Kirchgass 6,,Wohnhaus «Zur alten Landschreiberei»,11600862,-,,,PD,31/7/1979
Grüningen,Grüningen,8627,Kirchgass 7,Grüningen: Schloss mit Kirche und Zehntenscheune,"Kirche, ref.",11600866,kantonal,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",-,
Grüningen,Grüningen,8627,Müli 1,"Grüningen: Mühle Grüningen; Grüningen: Wasserrecht Hinwil Nr. 14, 226, 227",Wohnhaus mit Gewerbe,11600906,regional,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",PD,23/12/1987
Grüningen,Grüningen,8627,Müli 1.1,Grüningen: Mühle Grüningen,Ehem. Schmiedegebäude,11600904,regional,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",PD,23/12/1987
Grüningen,Grüningen,8627,Schlossweg 1,Grüningen: Schloss mit Kirche und Zehntenscheune,Ehem. Zehntenscheune,11600882,kantonal,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",PD,14/5/1981
Grüningen,Grüningen,8627,Schlossweg 2; Schlossweg 4,,Wohnhaus,11600880,-,,,PD,3/3/1978
Grüningen,Grüningen,8627,Stedtligass 12,,Stadtmann- und Gemeindehaus,11600828,regional,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",PD,21/7/1986
Grüningen,Grüningen,8627,Stedtligass 14,Grüningen: Zum Hirschen,Metzggebäude und Waschhaus,11600840,-,,,PD,3/1/1992
Grüningen,Grüningen,8627,Stedtligass 16,Grüningen: Zum Hirschen,Gasthaus «Zum Hirschen»,11600842,regional,19/12/1979,"RRB Nr. 3488/1987, RRB Nr.5113/1979",PD,29/4/1988
Grüningen,Grüningen,8627,Stedtligass 17,Grüningen: Gerichtshaus/Färberei,ehem. Gerichtshaus,11600841,kantonal,19/12/1979,"RRB Nr. 3488/1987 Zürcher Oberland, RRB Nr. 5113/1979 Liste Kanton",ÖREB,20/6/2016
Grüningen,Grüningen,8627,Stedtligass 18,,Wohnhaus mit Arztpraxis,11600844,-,,,PD,31/7/1979
Grüningen,Grüningen,8627,Stedtligass 20,,Wohnhaus Alte Post,11600846,-,,,PD,31/7/1979
Grüningen,Grüningen,8627,Stedtligass 22,,Wohnhaus,11600848,-,,,PD,8/12/1977
Grüningen,Grüningen,8627,Stedtligass 24,,Wohnhaus,11600850,-,,,PD,31/7/1979
Grüningen,Grüningen,8627,Stedtligass 26,,Gasthaus «Zum Bären»,11600852,regional,17/1/2007,BDV Nr. 3001/2007 Einzelfestsetzung ohne Inventarblatt,PD,31/7/1979
Grüningen,Grüningen,8627,Stedtligass 27,,Wohnhaus,11600849,-,,,PD,13/9/1985
Grüningen,Grüningen,8627,Stedtligass 28,,Wohnhaus,11600854,-,,,PD,31/7/1979
Grüningen,Grüningen,8627,Stedtligass 29,Grüningen: Wohnhaus Stedtligasse/Eiergässli,Hausteil Stedtligass 29,11600857,-,,,PD,20/12/1976
Grüningen,Grüningen,8627,Stedtligass 31,,Wohnhaus,11600861,-,,,PD,20/8/1979
Grüningen,Grüningen,8627,Stedtligass 31 bei,,Stadtbrunnen,,regional,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",PD,22/4/2003
Grüningen,Grüningen,8627,Stedtligass 33,,Wohnhaus,11600863,-,,,PD,10/11/1993
Grüningen,Grüningen,8627,Stedtligass 38,,Wohnhaus,11600886,-,,,PD,26/6/1973
Grüningen,Grüningen,8627,Stedtligass 40,,Wohnhaus,11600884,-,,,PD,21/1/1975
Grüningen,Grüningen,8627,Tränkibachstrasse 1; Tränkibachstrasse 3,,Wohnhaus,11600809,regional,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",-,
Grüningen,Grüningen,8627,Vordere Büechlen 1,,Hausteil 3,11601255,-,,,PD,14/12/1993
Hagenbuch,Hagenbuch,8523,Dorfplatz 4,,Bauernhaus,22000049,-,,,PD,8/2/1978
Hagenbuch,Hagenbuch,8523,Hagenstal 24,Hagenbuch: Doppelwohnhaus «Hagenstal»,Hausteil West,22000139,regional,11/7/2001,BDV Nr. 0380/2001,ÖREB,27/7/2001
Hagenbuch,Hagenbuch,8523,Kappel 7,,Bauernhaus,22000297,-,,,PD,17/4/1979
